passadas,profundidade_coluna_m,massa_maquina_kg,numero_rodas,largura_pneu_m,comprimento_contato_m,umidade_volumetrica,kc,kphi,n_bekker,sulco_final_mm,compactacao_superficial_final,energia_final_kJ
30.0,5.0,28000.0,8.0,0.65,0.45,0.28,120000.0,4500000.0,1.1,15.735,0.936,4.322
