passes,depth_m,dz_m,mass_kg,wheels,tire_width_m,contact_length_m,moisture,kc,kphi,n_bekker,wheel_load_kg,rut_final_mm,surface_compaction_final,avg_compaction_0_30cm_final,avg_compaction_30_100cm_final,energy_final_kJ
30,5.0,0.1,28000.0,8,0.65,0.45,0.28,120000.0,4500000.0,1.1,,15.734519747686534,0.9363826338815645,0.9291097608872123,0.7271438204925332,4.321957884294537
